identifier,serie,title,date,langue
oai:persee:article/mar_0758-4431_1973_num_1_1_914,Le Monde alpin et rhodanien : revue régionale d'ethnologie,"Les neuf fileuses, légende valdôtaine",1973,fre
oai:persee:article/lqdf_0337-0240_1974_num_1_1_851,Le quotidien des femmes,Du côté du pouvoir,1974,fre
oai:persee:article/lqdf_0337-0240_1974_num_1_1_853,Le quotidien des femmes,Luttes de femmes,1974,fre
oai:persee:article/lqdf_0337-0240_1975_num_2_1_861,Le quotidien des femmes,"La situation et notre politique... ni victimes, ni complices (suite de la page 3)",1975,fre
oai:persee:article/torch_0753-0501_1971_num_1_1_1114,Le Torchon brûle,Merci M. Marchais,1971,fre
oai:persee:article/torch_0753-0501_1970_num_0_1_947,Le Torchon brûle,Quatrième de couverture,1970,fre
oai:persee:article/torch_0753-0501_1970_num_0_1_950,Le Torchon brûle,Etats généraux de ELLE. [Bande dessinée],1970,fre
oai:persee:article/aru_0180-930x_1979_num_3_1_2812,Les Annales de la recherche urbaine,«Mouvements revendicatifs sur les transports urbains»,1979,fre
oai:persee:article/aru_0180-930x_1980_num_6_1_983,Les Annales de la recherche urbaine,Pour des lucidités réciproques : Réponse à G. Dupuy,1980,fre
oai:persee:article/aru_0180-930x_1978_num_1_1_941,Les Annales de la recherche urbaine,Espace régional et moyens de transport. Analyse et compte rendu des débats du Colloque de Royaumont (26-27 avril 1978),1978,fre
oai:persee:article/insep_1241-0691_1996_num_12_1_1148,Les Cahiers de l'INSEP,Nouvelle conception de la musculation en judo,1996,fre
oai:persee:article/insep_1241-0691_1996_num_12_1_1154,Les Cahiers de l'INSEP,"Composantes transférables en EPS. Judo, lutte, sambo : même combat",1996,fre
oai:persee:article/insep_1241-0691_1996_num_12_1_1155,Les Cahiers de l'INSEP,La boxe sport éducatif,1996,fre
oai:persee:article/camar_0776-1317_1970_num_1_1_917,Les cahiers de Mariemont,Sur quelques reliures d’époque à décor doré du «Sacre de Louis XV»,1970,fre
oai:persee:article/camar_0776-1317_1971_num_2_1_929,Les cahiers de Mariemont,Activités du Musée en 1970,1971,fre
oai:persee:article/camar_0776-1317_1972_num_3_1_1254,Les cahiers de Mariemont,Publications du musée de Mariemont,1972,fre
oai:persee:article/genre_1165-3558_1991_num_1_1_1145,Les Cahiers du Genre,Membres du GEDISST et membres associés,1991,fre
oai:persee:article/genre_1165-3558_1992_num_3_1_880,Les Cahiers du Genre,Rapports sociaux de sexe dans les nouvelles technologies de la reproduction,1992,fre
oai:persee:article/genre_1165-3558_1991_num_1_1_912,Les Cahiers du Genre,Nouvelles technologies et questions posées au mouvement social,1991,fre
oai:persee:article/grif_0770-6081_1974_num_5_1_955,Les cahiers du GRIF,Agenda d'une grève,1974,fre
oai:persee:article/grif_0770-6081_1974_num_4_1_944,Les cahiers du GRIF,La petite foudre du lézard,1974,fre
oai:persee:article/grif_0770-6081_1974_num_5_1_971,Les cahiers du GRIF,Bibliographie sur la fête,1974,fre
oai:persee:article/maxja_0526-8400_1952_num_2_1_1132,Les Cahiers Max Jacob,Lettre de M. Milliardaire,1952,fre
oai:persee:article/maxja_0526-8400_1952_num_2_1_1125,Les Cahiers Max Jacob,Lettre de la Comtesse de Volve à Madame de Civette,1952,fre
oai:persee:article/maxja_0526-8400_1952_num_2_1_1130,Les Cahiers Max Jacob,Lettre du figurant qui fait du cinéma,1952,fre
oai:persee:article/dsedu_1296-2104_1999_num_2_1_908,Les dossiers des sciences de l'éducation,La participation dans les décisions en éducation. Nouvelles formes raffinées d'un vieux phénomène bien connu,1999,fre
oai:persee:article/dsedu_1296-2104_1999_num_2_1_904,Les dossiers des sciences de l'éducation,"Des sujets, des organisations et des décisions. Introduction",1999,fre
oai:persee:article/dsedu_1296-2104_1999_num_1_1_884,Les dossiers des sciences de l'éducation,Diversité des styles de lecture des parents avec leur enfant âgé de quatre-cinq ans,1999,fre
oai:persee:article/feldj_1112-0649_1910_num_1_1_894,Les Feuillets d'El-Djezaïr,Les Baharia d’El-Djezaïr,1910,fre
oai:persee:article/feldj_1112-0649_1910_num_1_1_1361,Les Feuillets d'El-Djezaïr,"La nouvelle église anglicane, à Mustapha-Supérieur, dont la pose de la première pierre a eu lieu le 6 mars 1909, par la Princesse Henry de Battenberg / Cimetière Sidi-Ben-Ali, dans le quartier de la Casbah. Tableau de Gustave Lemaître",1910,fre
oai:persee:article/feldj_1112-0649_1910_num_1_1_1449,Les Feuillets d'El-Djezaïr,Table des matières,1910,fre
oai:persee:article/nbeur_0000-0007_1996_num_0_1_847,Les Nanas Beurs,Solidarité internationale. Soutien aux femmes Algériennes en lutte,1996,fre
oai:persee:article/nbeur_0000-0007_1996_num_0_1_845,Les Nanas Beurs,Les objectifs et les actions de l'association des Nanas Beurs,1996,fre
oai:persee:article/nbeur_0000-0007_1996_num_0_1_844,Les Nanas Beurs,Édito,1996,fre
oai:persee:article/lavft_1244-6564_1992_num_1_1_857,Lettre de l'Association européenne contre les violences faites aux femmes au travail,[A propos d'une campagne publicitaire Monoprix],1992,fre
oai:persee:article/lavft_1244-6564_1993_num_2_1_863,Lettre de l'Association européenne contre les violences faites aux femmes au travail,Vie de l'association,1993,fre
oai:persee:article/lavft_1244-6564_1992_num_1_1_849,Lettre de l'Association européenne contre les violences faites aux femmes au travail,Dossiers de femmes,1992,fre
oai:persee:article/linx_0246-8743_1988_num_19_1_1109,Linx,Scintigraphie du sens,1988,fre
oai:persee:article/linx_0246-8743_1983_num_8_1_973,Linx,La notion de phrase dans les grammaires et manuels de français et d'allemand en Allemagne et en France,1983,fre
oai:persee:article/linx_0246-8743_1987_num_16_1_1055,Linx,Pronom relatif sans antécédent et pronom interrogatif - la forme qui,1987,fre
oai:persee:article/litt_0047-4800_1971_num_3_3_2661,Littérature,Sommaire,1971,fre
oai:persee:article/litt_0047-4800_1972_num_6_2_1960,Littérature,Notes bibliographiques,1972,fre
oai:persee:article/litt_0047-4800_1973_num_12_4_1987,Littérature,Code(s) littéraire(s) et idéologie,1973,fre
oai:persee:article/litts_0563-9751_1951_num_0_1_905,Littératures,Avant-Propos,1951,fre
oai:persee:article/litts_0563-9751_1952_num_1_1_914,Littératures,Sainte-Beuve alpiniste,1952,fre
oai:persee:article/litts_0563-9751_1951_num_0_1_909,Littératures,"Le voyage de Jéronimo Osorio, évêque de Silves, en Italie (1576-1577)",1951,fre
oai:persee:article/licla_0248-9775_1980_num_2_1_2697,Littératures classiques,Sommaire,1980,fre
oai:persee:article/licla_0248-9775_1981_num_3_1_2698,Littératures classiques,Sommaire,1981,fre
oai:persee:article/licla_0248-9775_1979_num_1_1_1311,Littératures classiques,A propos de la Cléopâtre de Corneille,1979,fre
oai:persee:article/lha_1627-4970_2001_num_1_1_868,Livraisons d'histoire de l'architecture,"Les médaillons peints de la Sainte Chapelle, restaurations et techniques",2001,fre
oai:persee:article/lha_1627-4970_2001_num_1_1_873,Livraisons d'histoire de l'architecture,Bulletin bibliographique,2001,fre
oai:persee:article/lha_1627-4970_2001_num_1_1_869,Livraisons d'histoire de l'architecture,Raisons et conséquences des transformations du musée Guimet dans les années 1930,2001,fre
oai:persee:article/luso_1257-0273_1994_num_1_1_954,Lusotopie,L'industrie du blé au Brésil : de l'ancien au nouveau paradigme ?,1994,fre
oai:persee:article/luso_1257-0273_1994_num_1_1_955,Lusotopie,Crise et retrait de l'État : aspects de la privatisation au Brésil,1994,fre
oai:persee:article/luso_1257-0273_1994_num_1_1_970,Lusotopie,Abstracts,1994,fre
oai:persee:article/magen_1257-5593_1882_num_49_18_3891,Manuel général de l'instruction primaire : journal hebdomadaire des instituteurs,Conseils aux directrices au sujet des institutrices adjointes,1882,fre
oai:persee:article/magen_1257-5593_1882_num_49_18_3906,Manuel général de l'instruction primaire : journal hebdomadaire des instituteurs,Annonces et avis divers,1882,fre
oai:persee:article/magen_1257-5593_1882_num_49_18_3895,Manuel général de l'instruction primaire : journal hebdomadaire des instituteurs,"M. Jardot, directeur de l’école normale d’Auxerre",1882,fre
oai:persee:article/mappe_0764-3470_1999_num_54_2_1494,Mappemonde,Les tourismes dans les départements français d’Amérique,1999,fre
oai:persee:article/mappe_0764-3470_1999_num_54_2_1506,Mappemonde,"Les outre-mers sur Internet: un voyage parfois pénible, parfois agréable",1999,fre
oai:persee:article/mappe_0764-3470_1999_num_54_2_1488,Mappemonde,Intégrations et dépendances,1999,fre
oai:persee:article/marie_1299-9660_1993_num_2_1_895,Marie pas claire,Quatrième de couverture,1993,fre
oai:persee:article/marie_1299-9660_1992_num_1_1_867,Marie pas claire,«Je hais»,1992,fre
oai:persee:article/marie_1299-9660_1992_num_1_1_860,Marie pas claire,Notre recette du mois : la Poule au Pot,1992,fre
oai:persee:article/mcarh_0076-5147_1959_num_6_1_1245,Materiale şi cercetări arheologice,Şantierul Suceava. Campania 1957 / Le chantier de Suceava,1959,fre
oai:persee:article/mcarh_0076-5147_1959_num_6_1_1247,Materiale şi cercetări arheologice,"Săpăturile arheologice de la Retevoeşti (r. Curtea de Argeș, reg. Pitești) / Les fouilles archéologiques de Retevoeşti",1959,fre
oai:persee:article/mcarh_0076-5147_1959_num_6_1_1248,Materiale şi cercetări arheologice,"Sondajele de la Runcu-Grădinari (r. Drăgăşani, reg. Piteşti) / Les sondages de Runcu-Grădinari",1959,fre
oai:persee:article/mat_0769-3206_1985_num_1_1_403973,Matériaux pour l'histoire de notre temps,"Histoire des femmes, histoire du féminisme",1985,fre
oai:persee:article/mat_0769-3206_1985_num_1_1_403978,Matériaux pour l'histoire de notre temps,Le féminisme sous la troisième république: 1914-1939. L'impact de la guerre sur les mouvements de femmes,1985,fre
oai:persee:article/mat_0769-3206_1990_num_20_1_401639,Matériaux pour l'histoire de notre temps,Editorial,1990,fre
oai:persee:article/memor_1626-1429_2001_num_1_1_2403,MédiaMorphoses,"Avec internet, finies les télévisions éducatives?",2001,fre
oai:persee:article/memor_1626-1429_2001_num_1_1_2400,MédiaMorphoses,La chronique au plaisir de l'écriture,2001,fre
oai:persee:article/memor_1626-1429_2001_num_1_1_2395,MédiaMorphoses,La critique à l'épreuve des caprices du public,2001,fre
oai:persee:article/medi_0751-2708_1982_num_1_2_893,Médiévales,Les « énonciateurs Gautier »,1982,fre
oai:persee:article/medi_0751-2708_1982_num_1_1_881,Médiévales,Le désordre et la structure : Syllabation médiévale,1982,fre
oai:persee:article/medi_0751-2708_1982_num_1_1_885,Médiévales,Unités de compte et espèces monnayées au moyen âge,1982,fre
oai:persee:article/medit_0025-8296_2003_num_100_1_3294,Méditerranée,Les impacts du réchauffement climatique sur la production de blé en Beauce,2003,fre
oai:persee:article/medit_0025-8296_2001_num_97_3_3234,Méditerranée,Table analytique des matières 2001,2001,fre
oai:persee:article/medit_0025-8296_2003_num_100_1_3281,Méditerranée,Aperçu cartographique de l'agriculture de Provence-Alpes-Côte d'Azur en 2000 (Note),2003,fre
oai:persee:article/mefr_0223-5110_1977_num_89_1_2388,Mélanges de l'école française de Rome,La vie et les miracles de saint Benoît dans les sculptures de Saint-Benoît-sur-Loire,1977,fre
oai:persee:article/mefr_0223-5110_1977_num_89_1_8584,Mélanges de l'école française de Rome,Résumés des articles,1977,fre
oai:persee:article/mefr_0223-5110_1977_num_89_1_2392,Mélanges de l'école française de Rome,Le elezioni vescovili nel processo di sviluppo delle istituzioni ecclesiastiche a Padova,1977,fre
oai:persee:article/mefao_0256-5587_1909_num_3_2_922_t2_0102_0000_2,Mélanges de l'Université Saint-Joseph,"Reinhold Freiherr V. Lichtenberg. — Die ionische Saeule als klassisches Bauglied rein hellenischem Geiste entwachsen. Ein Vortrag, mit 69 Abbildungen. Leipzig, Haupt, 1907",1909,fre
oai:persee:article/mefao_0256-5587_1909_num_3_2_922_t2_0118_0000_3,Mélanges de l'Université Saint-Joseph,"E. Buonaiuti. — Lo Gnosticismo. Storia di antiche lotte religiose. Rome, F. Ferrari, 1907",1909,fre
oai:persee:article/mefao_0256-5587_1909_num_3_2_922_t2_0100_0000_1,Mélanges de l'Université Saint-Joseph,"Ladislaus Szczepanskt, S. J. — Na Synaju, na podstawie podrόzy z. r. 1906 opisal. Krakόw. Nakladem Przegladu Powszechnego, 1908. Nach Petra und zum Sinai. Zwei Reiseberiehte nebst Beiträgen zur biblischen Geographie und Geschichte. Mit 2 Kartenskizzen. Innsbruck, F. Rauch, 1908. [ «Veröffentlichungen des biblisch-patristischen Seminars zu Innsbruck », 2]",1909,fre
oai:persee:article/casa_0076-230x_1968_num_4_1_980,Mélanges de la Casa de Velázquez,Hôtels madrilènes et démographie au XVIIe siècle,1968,fre
oai:persee:article/casa_0076-230x_1967_num_3_1_961,Mélanges de la Casa de Velázquez,Documents concernant Titien conservés aux Archives de Simancas,1967,fre
oai:persee:article/casa_0076-230x_1967_num_3_1_962,Mélanges de la Casa de Velázquez,"Le «Subsidio de las galeras», contribution du clergé espagnol à la guerre contre les Infidèles, de 1563 à 1574",1967,fre
oai:persee:article/marb_0770-8157_1820_num_1_1_2944,Mémoires de l'Académie royale de Belgique,Sur les machines,1820,fre
oai:persee:article/marb_0770-8157_1820_num_1_1_2923,Mémoires de l'Académie royale de Belgique,"Les accroissements de la ville de Gand, depuis son origine jusqu'au règne de Charles-Quint",1820,fre
oai:persee:article/marb_0770-8157_1820_num_1_1_2930,Mémoires de l'Académie royale de Belgique,"Dissertation historique sur le comté d’Alost, jusqu’à l’époque de sa réunion au comté de Flandre",1820,fre
oai:persee:article/mafam_1152-2518_1991_act_3_1_867,Mémoires de l'Association française d'archéologie mérovingienne,La topographie urbaine de Toulouse pendant l'Antiquité tardive et le haut Moyen Âge,1991,fre
oai:persee:article/mafam_1152-2518_1991_act_3_1_859,Mémoires de l'Association française d'archéologie mérovingienne,Funcionalidad y «Venvstas» en el renacimiento artistico hispanovisigodo,1991,fre
oai:persee:article/mafam_1152-2518_1991_act_3_1_868,Mémoires de l'Association française d'archéologie mérovingienne,Ensemble paléochrétien et mérovingien du site de Seviac à Montréal-du-Gers,1991,fre
oai:persee:article/minf_0398-3609_1837_num_13_1_1288,Mémoires de l'Institut de France,Mémoire sur les différents rapports sous lesquels l'âge était considéré dans la législation romaine,1837,fre
oai:persee:article/minf_0398-3609_1833_num_10_1_2304,Mémoires de l'Institut de France,Errata,1833,fre
oai:persee:article/minf_1267-8996_1822_num_6_1_1193,Mémoires de l'Institut de France,Appendice au Mémoire précédent,1822,fre
oai:persee:article/mesav_0398-3587_1844_num_1_1_1006,Mémoires présentés par divers savants étrangers à l’Académie,"Mémoire sur le pilima, ou espèce de feutre dont les Anciens se servaient pour la confection de leurs armes défensives, retrouvé et proposé pour l’usage des armées modernes",1844,fre
oai:persee:article/mesav_0398-3587_1852_num_2_1_1010,Mémoires présentés par divers savants étrangers à l’Académie,Analyse de plusieurs produits d’art d’une haute antiquité,1852,fre
oai:persee:article/mesav_0398-3587_1853_num_3_1_1022,Mémoires présentés par divers savants étrangers à l’Académie,Second Mémoire : Des monuments qui nous restent de la langue gothique et des travaux dont ils ont été l’objet  des diverses questions qui ont été agitées au sujet de la langue de ces monuments et de l’auteur de la traduction gothique de la Bible ,1853,fre
oai:persee:article/mcm_0755-8287_1984_num_2_1_886,Mil neuf cent. Revue d'histoire intellectuelle (Cahiers Georges Sorel),Walter Benjamin lecteur des Réflexions sur la violence,1984,fre
oai:persee:article/mcm_0755-8287_1983_num_1_1_876,Mil neuf cent. Revue d'histoire intellectuelle (Cahiers Georges Sorel),Entre violence et vertu : la reconstruction de Georges Sorel,1983,fre
oai:persee:article/mcm_0755-8287_1983_num_1_1_868,Mil neuf cent. Revue d'histoire intellectuelle (Cahiers Georges Sorel),Une lettre d'Eduard Bernstein à Sorel,1983,fre
oai:persee:article/modru_0292-0328_2000_num_2_1_1195,Modernités Russes,Les auteurs,2000,fre
oai:persee:article/modru_0292-0328_1999_num_1_1_1403,Modernités Russes,Comité de lecture,1999,fre
oai:persee:article/modru_0292-0328_2000_num_2_1_1193,Modernités Russes,Vitesse et nouvelle esthétique (Lomonosov et le tournant de la synonymique russe),2000,fre
oai:persee:article/mom_0151-7015_1984_mon_15_1_1178,MOM Éditions,"Poésie, Nature et Sacré. Tome I. Homère, Hésiode et le sentiment grec de la nature",1984,fre
oai:persee:article/mom_0244-5689_1989_ant_19_1_1243,MOM Éditions,Akératos de Thasos. Poésie et histoire,1989,fre
oai:persee:article/mom_1274-6525_1998_act_28_1_1105,MOM Éditions,The Interaction between People and Environment at the Early village of Abu Hureyra on the Euphrates,1998,fre
oai:persee:article/piot_1148-6023_1895_num_2_2_1135,Monuments et mémoires de la Fondation Eugène Piot,"Apollon, bronze archaïque de la collection du comte Michel Tyszkiewicz",1895,fre
oai:persee:article/piot_1148-6023_1897_num_4_1_1151,Monuments et mémoires de la Fondation Eugène Piot,"Un phylactère du XIIIe siècle (Collection de M. Martin Le Roy, à Paris)",1897,fre
oai:persee:article/piot_1148-6023_1894_num_1_1_1108,Monuments et mémoires de la Fondation Eugène Piot,Eugène Piot,1894,fre
oai:persee:article/mots_0243-6450_1981_num_2_1_1029,Mots,Pour une histoire du discours communiste. Le travail d'une équipe,1981,fre
oai:persee:article/mots_0243-6450_1981_num_3_1_1044_t1_0154_0000_1,Mots,"Etienne Brunet, Le vocabulaire de J. Giraudoux. Structure et évolution. Statistique et informatique appliquées à l'étude des textes, Genève, éditions Slatkine, 197",1981,fre
oai:persee:article/mots_0243-6450_1981_num_2_1_1028,Mots,La « pragmatique textuelle » et les langages de la Révolution française,1981,fre
oai:persee:article/netco_0987-6014_1988_num_2_2_963,"NETCOM : Réseaux, communication et territoires / Networks and Communication Studies","Les enjeux locaux, régionaux et internationaux de la communication audiovisuelle dans une zone d'échanges transfrontaliers : le cas de l'espace Sarre-Lorraine-Luxembourg",1988,fre
oai:persee:article/netco_0987-6014_1988_num_2_2_958,"NETCOM : Réseaux, communication et territoires / Networks and Communication Studies",Etude du suivi régional de la qualité de service par les méthodes d'analyse de données,1988,fre
oai:persee:article/netco_0987-6014_1988_num_2_2_956,"NETCOM : Réseaux, communication et territoires / Networks and Communication Studies",Télécommunications et aménagement du territoire au Congo,1988,fre
oai:persee:article/noroi_0029-182x_1955_num_8_1_1889_t1_0584_0000_4,Norois,J. Beaujeu-Garnier : 1° Modelé périglaciaire dans le Massif Central français / 2° Essai de morphologie limousine,1955,fre
oai:persee:article/noroi_0029-182x_1954_num_2_1_1883,Norois,Un cas très localisé d'association dans l'élevage : la côte terminale du plateau d'Auge (Basse-Normandie),1954,fre
oai:persee:article/noroi_0029-182x_1957_num_16_1_1207,Norois,Table des matières,1957,fre
oai:persee:article/onoma_0755-7752_1983_num_1_1_867,Nouvelle revue d'onomastique,Lieux-dits Chez N dans le canton de Saint-Amant-de-Boixe.,1983,fre
oai:persee:article/onoma_0755-7752_1983_num_2_1_873,Nouvelle revue d'onomastique,Cultes et toponymie,1983,fre
oai:persee:article/onoma_0755-7752_1983_num_1_1_871_t1_0063_0000_1,Nouvelle revue d'onomastique,"Christian Baylon et Paul Fabre. Les noms de lieux et de personnes, 1982",1983,fre
oai:persee:article/nda_0397-2062_1979_sup_0_1_1861_t1_0051_0000_3,Nouvelles de l'Archéologie,Archéologie navale : le congrès de Bremer-Haven sur les ports et navires médiévaux (9-11 février 1979),1979,fre
oai:persee:article/nda_0397-2062_1979_sup_0_1_1865_t1_0061_0000_1,Nouvelles de l'Archéologie,"Schiffer M.B. ; Gumermàn G.J., Conservation Archaeology : A Guide for Cultural Resource Management Studies . , 1977",1979,fre
oai:persee:article/nda_0397-2062_1979_sup_0_1_1861_t1_0053_0000_2,Nouvelles de l'Archéologie,"Colloque inter-régional sur le néolithique de l'est de la France, Châlons-sur-Marne, 24-25 mars 1979.",1979,fre
oai:persee:article/outre_0399-1385_1932_num_20_88_4870_t2_0105_0000_2,Outre-Mers. Revue d'histoire,"Pichon (Jean). — Sur la route des Indes, un siècle après Bonaparte",1932,fre
oai:persee:article/outre_0399-1377_1931_num_19_79_1040,Outre-Mers. Revue d'histoire,"Les débuts de la carrière de François Martin, 1665-1674",1931,fre
oai:persee:article/outre_0399-1385_1932_num_20_88_4870_t2_0091_0000_2,Outre-Mers. Revue d'histoire,"Almanach du Colonial, Annuaire illustré des Troupes et des Combattants coloniaux",1932,fre
oai:persee:article/pal_1145-3370_1989_num_1_1_954,"Paléo, Revue d'Archéologie Préhistorique","Analyse technologique des pointes à cran solutréennes du Placard (Charente), du Fourneau du Diable, du Pech de la Boissiere et de Combe-Saunière (Dordogne)",1989,fre
oai:persee:article/pal_1145-3370_1989_num_1_1_957,"Paléo, Revue d'Archéologie Préhistorique","Les gisements paléolithiques de Champ-Parel à Bergerac, Dordogne, France. Rapport préliminaire des opérations de sauvetage 1958-1989. [Rapport préliminaire des opérations de sauvetage, 1985-1989]",1989,fre
oai:persee:article/pal_1145-3370_1990_num_2_1_1004,"Paléo, Revue d'Archéologie Préhistorique",Stratégies de gestion des outillages lithiques au Néolithique,1990,fre
oai:persee:article/paleo_0153-9345_1973_num_1_1_902,Paléorient,Control Precision in the Flaking of Levallois Points from the Amud Cave ,1973,fre
oai:persee:article/paleo_0153-9345_1973_num_1_1_901,Paléorient,Cleavers in Early Palaeolithic Industries in Israel,1973,fre
oai:persee:article/paleo_0153-9345_1973_num_1_1_907_t1_0135_0000_1,Paléorient,"H. Suzuki and I. Kobori, eds. Report on the Reconnaissance Survey on Palaeolithic Sites in Lebanon and Syria.",1973,fre
oai:persee:article/palla_0031-0387_1953_num_1_1_897,Pallas,Vertumne et Mécène,1953,fre
oai:persee:article/palla_0031-0387_1953_num_1_1_903,Pallas,Essai sur l'état des palatales et de - d - romans en occitan du XIIe siècle,1953,fre
oai:persee:article/palla_0031-0387_1954_num_2_3_911,Pallas,L'hexamètre de Cicéron : fréquence et répartition des mots en fonction de leur type prosodique,1954,fre
oai:persee:article/parol_0182-9394_1978_num_1_1_864_t1_0066_0000_8,Parole !,"Patience et Sarah, Isabel Miller, Editions Grasset, 1973",1978,fre
oai:persee:article/parol_0182-9394_1978_num_1_1_886,Parole !,"Olympe Audouard (France, 1830-1889)",1978,fre
oai:persee:article/parol_0182-9394_1978_num_1_1_864_t1_0067_0000_1,Parole !,"Enfin, c’est la vie ! et ma vie comme je peux, Colette Basile, Editions Denoël-Gonthier, Collection «Femme», 1976 et 1977",1978,fre
oai:persee:article/payen_0989-6007_2003_ant_11_1_937,Pays enclavés,Prostitution et SIDA à Ouagadougou,2003,fre
oai:persee:article/payen_2100-3661_2007_ant_1_1_944,Pays enclavés,Le monde rural congolais et ses problèmes de développement,2007,fre
oai:persee:article/payen_0989-6007_2003_ant_11_1_933,Pays enclavés,Croissance démographique et espace urbain à Ouagadougou (Burkina Faso),2003,fre
oai:persee:article/pluri_1157-5069_1988_num_1_1_899,Plurilinguismes,Continuité et discontinuité de la transmission de l’emploi de l’alsacien dans deux familles alliées,1988,fre
oai:persee:article/pluri_1157-5069_1988_sup_1_1_913,Plurilinguismes,La communication école-familles migrantes dans deux types de discours. Une comparaison textes/terrain,1988,fre
oai:persee:article/pluri_1157-5069_1988_sup_1_1_920,Plurilinguismes,Bilinguisme familial en Alsace,1988,fre
oai:persee:article/pole_1262-1676_1994_num_1_1_1325,Pôle Sud,Laurent Fabius : du « Giscard de gauche » au « socialiste moderne »,1994,fre
oai:persee:article/pole_1262-1676_1994_num_1_1_1327,Pôle Sud,"Un « portrait intellectuel » : entre Clio et Minerve, J.-J. Linz",1994,fre
oai:persee:article/pole_1262-1676_1995_num_2_1_893,Pôle Sud,René Couveinhes : la stratégie de la discrétion,1995,fre
oai:persee:article/polaf_0244-7827_1981_num_1_1_3926,Politique africaine,Nouvelles conditions de la production des livres en Afrique. Colloque de Bordeaux (26-27 juin 1980),1981,fre
oai:persee:article/polaf_0244-7827_1981_num_1_1_3931_t1_0154_0000_2,Politique africaine,"Colloques internationaux du Centre national de la recherche scientifique - L’anthropologie en France. Situation actuelle et avenir. Paris, 18-22 avril 1977 - Paris, Éd. du C.N.R.S., 1979",1981,fre
oai:persee:article/polaf_0244-7827_1981_num_1_1_3927,Politique africaine,"Le vingt-troisième Congrès de l’African Studies Association (Philadelphie, 15-18 octobre 1980)",1981,fre
oai:persee:article/polit_0032-342x_1946_num_11_4_5786,Politique étrangère,L'activité du Centre,1946,fre
oai:persee:article/polit_0032-342x_1936_num_1_1_6349,Politique étrangère,"La Grande-Bretagne, l'Europe et l'Entente franco-anglaise",1936,fre
oai:persee:article/polit_0032-342x_1946_num_11_4_5467,Politique étrangère,Les grands courants du syndicalisme américain de la guerre à la reconstruction,1946,fre
oai:persee:article/pomap_0758-1726_1990_num_8_1_2930,Politiques et  management public,Evaluations et management public : le cas des universités,1990,fre
oai:persee:article/pomap_0758-1726_1989_num_7_1_2870,Politiques et  management public,La dynamique institutionnelle des entreprises publiques au Québec de 1960 à aujourd'hui,1989,fre
oai:persee:article/pomap_0758-1726_1989_num_7_1_2867,Politiques et  management public,Evaluation des avantages du recours à l'entreprise dans les grands travaux de l'Etat (XVIIIe siècle),1989,fre
oai:persee:article/polix_0295-2319_1988_num_1_1_2177_t1_0021_0000_2,Politix,François Seligmann...,1988,fre
oai:persee:article/polix_0295-2319_1988_num_1_1_2177_t1_0028_0000_2,Politix,Luc Ferry,1988,fre
oai:persee:article/polix_0295-2319_1988_num_1_1_2177_t1_0024_0000_3,Politix,Bernard Lacroix...,1988,fre
oai:persee:article/pop_0032-4663_1946_num_1_1_1655,Population,Le rôle des familles nombreuses dans le renouvellement des générations,1946,fre
oai:persee:article/pop_0032-4663_1946_num_1_1_1658,Population,Dr Le Guillant. — Le problème des familles nombreuses,1946,fre
oai:persee:article/pop_0032-4663_1946_num_1_1_1660,Population,Dauzat Albert. — L'Europe linguistique,1946,fre
oai:persee:article/prati_0338-2389_1974_num_1_1_900,"Pratiques : linguistique, littérature, didactique","Lecture du ""Retour du Graully"" : pièce du Théâtre Populaire de Lorraine.",1974,fre
oai:persee:article/prati_0338-2389_1974_num_3_1_903,"Pratiques : linguistique, littérature, didactique",La grammaire et les textes,1974,fre
oai:persee:article/prati_0338-2389_1975_num_5_1_911,"Pratiques : linguistique, littérature, didactique","Candide : analyse textuelle, pour une application pédagogique (2e partie)",1975,fre
oai:persee:article/pfem_1019-5610_1992_num_1_1_936,Projets féministes,Couverture de fin,1992,fre
oai:persee:article/pfem_1019-5610_1992_num_1_1_935,Projets féministes,Informations sur la revue,1992,fre
oai:persee:article/pfem_1019-5610_1992_num_1_1_933_t1_0137_0000_1,Projets féministes,"Deborah Cameron and Elisabeth Frazer, The lust to kill : A feminist investigation of sexual murder, Polity Press, Oxford, 207 p., 25 £",1992,fre
oai:persee:article/clini_1148-828x_1952_num_2_1_1470,Psychologie clinique et projective,Signification des planches IV et VII du Rorschach. Quelques exemples,1952,fre
oai:persee:article/clini_1148-828x_1953_num_3_1_1487,Psychologie clinique et projective,Les phénomènes de « contraste » dans leurs rapports avec la régression affective,1953,fre
oai:persee:article/clini_1148-828x_1954_num_5_1_1520_t1_0041_0000_3,Psychologie clinique et projective,Compte rendu de Silvano Chiari (Directeur du Centre d'Orientation Professionnelle de Florence) : L'évolution et la signification des réponses kinesthésiques au Rorschach,1954,fre
oai:persee:article/keryl_1275-6229_1991_act_1_1_871,Publications de l'Académie des Inscriptions et Belles-Lettres,Notre perception du monde extérieur selon Plotin et Berkeley,1991,fre
oai:persee:article/keryl_1275-6229_1991_act_1_1_862,Publications de l'Académie des Inscriptions et Belles-Lettres,Les circonstances atténuantes dans le parricide du Sophiste de Platon,1991,fre
oai:persee:article/keryl_1275-6229_1991_act_1_1_868,Publications de l'Académie des Inscriptions et Belles-Lettres,La ténèbre (γνόφος) : l'héritage alexandrin de saint Grégoire de Nysse,1991,fre
